,distance_from_home,distance_from_last_transaction,ratio_to_median_purchase_price,repeat_retailer,used_chip,used_pin_number,online_order,fraud
424685,5.543801385420257,8.443484004716964,3.1699706167242057,1.0,0.0,0.0,1.0,0.0
207138,8.808681999504905,0.4594501053600761,1.2830697847040706,1.0,0.0,0.0,0.0,0.0
420650,10.58956180029389,0.0817332323027074,0.7105205121691471,1.0,1.0,0.0,1.0,0.0
308529,4.428305456838872,0.0054282994068605,1.742299575875685,1.0,0.0,0.0,1.0,0.0
993984,4.64670767798816,5.357520893553172,0.2380274315416759,1.0,1.0,0.0,1.0,0.0
90777,3.949476933656784,1.6567545363914449,0.3660325752438279,1.0,0.0,0.0,1.0,0.0
653037,4.905059911055652,0.829703187618778,0.8534589345909259,1.0,1.0,0.0,1.0,0.0
289676,15.735770511565072,4.73621931791919,3.316270864899495,1.0,1.0,0.0,0.0,0.0
862899,2.5028863397001078,1.5994646054360682,1.2951943607205287,1.0,0.0,0.0,0.0,0.0
163808,23.48024929982085,0.0764422595722068,0.289908444758118,1.0,1.0,1.0,1.0,0.0
241978,0.9769294643618118,5.8573833125403,2.410315423989455,0.0,1.0,0.0,1.0,0.0
561269,36.65675146207163,5.257471456121245,0.2075447706529621,1.0,1.0,0.0,1.0,0.0
149695,28.820282093871075,0.0790319254091161,0.2406620319715573,1.0,1.0,0.0,1.0,0.0
617774,0.1798552836480558,0.8594282580626194,0.276075904045556,0.0,0.0,0.0,1.0,0.0
81254,6.350543637122066,2.399793851129345,0.1212033143861548,1.0,1.0,0.0,1.0,0.0
654437,12.005369573269618,2.007681873556812,2.184571621843991,1.0,0.0,0.0,0.0,0.0
196932,1.5300614751500814,0.0068164490659059,1.4845200705649897,0.0,1.0,1.0,0.0,0.0
19682,1.6732633901050884,2.888203312445357,3.2606210043390806,0.0,1.0,0.0,0.0,0.0
309561,6.702302891860912,22.30867539862693,0.3169809657719576,1.0,1.0,0.0,1.0,0.0
786064,1.0545349217567035,21.656828307024053,0.8509542526158597,0.0,1.0,0.0,0.0,0.0
680780,22.56336100602851,0.6745308979821947,1.1396650757158855,1.0,0.0,0.0,0.0,0.0
976814,18.65882291341311,0.0362536315314394,1.061879167891821,1.0,0.0,0.0,0.0,0.0
783907,52.74453381467682,3.125293273176044,0.3346364587075888,1.0,0.0,0.0,1.0,0.0
325524,30.83932485759751,0.1432344620439427,0.8696852674733746,1.0,0.0,0.0,1.0,0.0
174890,9.447554334420069,4.301797360206441,5.118717160707444,1.0,0.0,0.0,0.0,0.0
145182,7.870270023428779,0.0409575831965505,0.7244769358693671,1.0,0.0,0.0,0.0,0.0
570860,11.05925418056325,0.0255444063444812,0.8489389549979356,1.0,0.0,1.0,0.0,0.0
989076,51.35013464717328,11.569817268702677,6.9888177061322985,1.0,0.0,0.0,0.0,0.0
290505,0.9900123565407613,0.4876181193679839,0.1460966134592492,0.0,0.0,0.0,0.0,0.0
482362,4.863259001074924,15.548356025763718,1.681940879342582,1.0,0.0,1.0,1.0,0.0
605522,3.6424412649841527,0.3571043269626071,0.1244707822128891,1.0,0.0,0.0,0.0,0.0
247398,30.24790042127594,329.81100092402687,1.2400127190859325,1.0,0.0,0.0,1.0,1.0
910362,25.569194533133945,0.2480911196819399,4.184497875571354,1.0,1.0,0.0,1.0,1.0
670271,25.241515334990368,0.0400348810202359,1.1451339664167848,1.0,0.0,0.0,0.0,0.0
828684,15.877999465286804,0.0207580554023136,0.4287730965917188,1.0,1.0,1.0,1.0,0.0
78154,4.52688938427831,0.2727095343592206,0.4827727904597337,1.0,1.0,0.0,1.0,0.0
122634,103.08340191963106,1.5253596440879125,1.0030448734901751,1.0,0.0,0.0,0.0,0.0
167970,3.964515661580236,2.887983293672173,0.6981581641774474,1.0,1.0,0.0,1.0,0.0
186788,1.4809632445143135,0.4718707769597079,6.536272365195302,0.0,0.0,0.0,1.0,1.0
539804,32.11898150457039,0.0346883986785955,0.8520640955066262,1.0,0.0,1.0,1.0,0.0
429837,13.414947126297678,0.908423709969006,0.9756432213766107,1.0,1.0,0.0,1.0,0.0
241344,11.206934831676486,6.980450694394604,0.0968588468178146,1.0,1.0,0.0,0.0,0.0
243599,65.7205445891424,1.059122234343966,10.754261947256024,1.0,0.0,0.0,1.0,1.0
82707,7.555961314194098,0.1022081083211162,1.0756876428824054,1.0,1.0,0.0,1.0,0.0
29905,11.195660139104012,0.7745847519344518,1.529071214338081,1.0,0.0,0.0,1.0,0.0
328221,6.581685601605692,0.5474788259542392,0.5448196476948938,1.0,1.0,0.0,0.0,0.0
524888,16.909467798257857,4.851631659926105,3.7797453119733175,1.0,0.0,0.0,1.0,0.0
679657,3.5731886767100245,42.81271387409691,0.7095794369454663,1.0,0.0,0.0,0.0,0.0
791398,12.181759719433426,2.8380494776611527,0.97032952191576,1.0,0.0,0.0,1.0,0.0
565357,1.868315659724401,1.323990700346831,0.6781005365358639,0.0,1.0,1.0,1.0,0.0
140156,12.297744851319507,0.1798157944738032,0.4449948895612659,1.0,0.0,1.0,1.0,0.0
928388,63.877241667933525,0.3073020672837714,6.804664444596477,1.0,0.0,0.0,1.0,1.0
529723,0.1659687297490938,0.4117917599664686,0.895823958495806,0.0,0.0,0.0,0.0,0.0
392167,5.816502128575809,3.1483292991942844,0.3246024648444988,1.0,0.0,0.0,1.0,0.0
338978,16.73347656237476,1.7031955413364577,1.8251947605023549,1.0,1.0,0.0,1.0,0.0
842208,18.993476939584404,0.7336491673992624,0.4311342734188452,1.0,0.0,0.0,1.0,0.0
360345,15.28393521504483,31.733145175813465,9.747560639092868,1.0,0.0,0.0,0.0,0.0
496043,4.286410808114668,0.6113361534916146,2.7632578716763563,1.0,0.0,0.0,0.0,0.0
240160,13.376976925634429,0.2939520920198084,0.6746255075698372,1.0,1.0,1.0,1.0,0.0
671660,14.64112523675943,19.401510301495087,3.321292638516123,1.0,1.0,1.0,1.0,0.0
961355,11.818288593753634,2.015768123398143,3.2697994306004823,1.0,0.0,0.0,1.0,0.0
562026,5.179529442265668,0.0944207678990508,0.2567376634712272,1.0,1.0,0.0,0.0,0.0
697417,4.982337014936733,46.75025919437751,2.8157479545100923,1.0,0.0,0.0,1.0,0.0
641515,67.80357224029999,2.35000078491154,1.167712027461142,1.0,1.0,0.0,1.0,0.0
290663,2.734449285086604,3.850918072037505,0.3028491692754268,1.0,0.0,0.0,0.0,0.0
729055,3.026113778960672,0.1923332614233217,1.007544911221319,1.0,0.0,0.0,0.0,0.0
235242,4.267464499350033,20.27203167962239,0.3647957017815369,1.0,0.0,0.0,1.0,0.0
513541,1.71560842980912,5.084682693458331,0.6725735997794268,0.0,0.0,0.0,0.0,0.0
819406,0.2887956755812698,4.715263631109974,1.434171273140798,0.0,0.0,0.0,1.0,0.0
697072,17.7081127307314,4.878065158212648,0.4764956987151756,1.0,1.0,0.0,0.0,0.0
729715,1.6891198194292154,29.23480055092678,1.918119067306592,0.0,0.0,0.0,1.0,0.0
738957,19.738515062429865,24.528247810830933,14.526510129857725,1.0,1.0,0.0,1.0,1.0
804175,4.187090477116336,0.1670799230474946,0.727554895448956,1.0,0.0,0.0,1.0,0.0
114615,4.630855285757885,0.0197725218536784,1.287912815328241,1.0,0.0,0.0,1.0,0.0
597673,0.3911044715003708,0.359983104565828,0.5200934417458848,0.0,0.0,0.0,1.0,0.0
303379,10.7448875363179,0.4584152907089573,0.3307872157951708,1.0,0.0,0.0,0.0,0.0
352830,3.6074298701194354,0.4855791201766598,1.2048231160666971,1.0,1.0,0.0,1.0,0.0
605052,0.3345200126166387,27.34978215158111,0.7595194234772029,0.0,1.0,0.0,1.0,0.0
370625,4.845195774666457,1.5902670866064716,0.6008018109028335,1.0,0.0,0.0,1.0,0.0
658756,54.832777903761176,0.3132256337345478,1.2719283734407156,1.0,0.0,0.0,1.0,0.0
359774,10.595568538928983,0.3641806717752082,2.4793144448546816,1.0,1.0,0.0,1.0,0.0
149747,91.81734663736512,0.9964564398542584,0.7130832689445631,1.0,1.0,0.0,1.0,0.0
243149,5.492509348296931,0.2097052312167921,0.9651988616493478,1.0,0.0,0.0,1.0,0.0
493151,6.361504561320635,8.388649720475048,0.978357287030072,1.0,0.0,0.0,1.0,0.0
240304,8.124557183244736,19.113353037405783,0.3594460163013245,1.0,0.0,0.0,1.0,0.0
361522,19.69067113160426,0.6453775308334899,0.8600198371710442,1.0,0.0,0.0,1.0,0.0
273124,177.91728626264708,0.1417144368454181,0.4568704680444022,1.0,1.0,0.0,1.0,0.0
647799,1.6329678249990536,246.5795163892724,11.48109594963264,0.0,0.0,0.0,1.0,1.0
188565,1.0833019421065688,4.061776508607321,0.7695754295878553,0.0,0.0,0.0,1.0,0.0
418734,15.022009732706865,0.2508684998220425,0.5623648144107419,1.0,1.0,0.0,1.0,0.0
329901,1038.8325422220726,12.187881213876578,0.461155206401354,1.0,1.0,0.0,1.0,0.0
187508,35.51999979515551,0.2159651292605053,3.155865945127537,1.0,0.0,0.0,0.0,0.0
223479,1.0536969883362353,4.372868666720875,13.470941193462384,0.0,0.0,0.0,1.0,1.0
410688,38.25595020217363,2.09314440369402,2.298193721946253,1.0,0.0,0.0,1.0,0.0
320277,3.2776062611509973,126.1072356196005,0.9522437102902692,1.0,1.0,0.0,1.0,0.0
392101,19.732183256180758,0.16195742918549,0.5139524000846637,1.0,0.0,0.0,1.0,0.0
656627,7.875454626362448,2.272944176835391,2.1237382138947782,1.0,1.0,0.0,0.0,0.0
727885,6.061992851590201,7.812451032014834,0.4031722833851671,1.0,0.0,0.0,1.0,0.0
284112,1.5392583891360694,0.782772541723229,0.4995660740580351,0.0,0.0,0.0,1.0,0.0
759219,15.68044714088632,0.1800439580861349,0.2787065693403456,1.0,0.0,0.0,0.0,0.0
847406,10.32224591624014,3.959626518886074,9.65866234160162,1.0,1.0,0.0,1.0,1.0
638570,7.4023823188919184,16.957731214905344,0.3902640968762526,1.0,0.0,0.0,0.0,0.0
282681,6.199003102815403,2.1243500962691844,0.7540586283702204,1.0,0.0,0.0,1.0,0.0
659267,4.635415392257428,7.881188376636963,1.5014547380024597,1.0,0.0,0.0,1.0,0.0
417923,34.42829988908976,0.0585177182623776,0.5578216525847727,1.0,0.0,0.0,1.0,0.0
203662,28.316304026828213,0.4412299883540955,2.473396725753024,1.0,1.0,0.0,1.0,0.0
619219,6.227056614167617,2.8555669787740645,9.980492855951944,1.0,1.0,0.0,1.0,1.0
384895,0.171299829969985,0.9310365548395791,0.9465352045536756,0.0,1.0,0.0,1.0,0.0
816084,5.165465131945452,0.7586563992526857,3.127648950308587,1.0,1.0,0.0,1.0,0.0
494751,4.929559598055269,4.599974110307714,0.1971699252058807,1.0,0.0,0.0,1.0,0.0
180401,62.29608098386401,3.142963421027716,0.2387221517019567,1.0,0.0,0.0,1.0,0.0
413259,5.130866152745747,0.4524367907562601,2.569723103963064,1.0,0.0,0.0,0.0,0.0
426828,2.2771131836836025,9.346880141143474,7.991981849567177,1.0,0.0,1.0,1.0,0.0
447177,26.25793394883245,0.1094579565374244,0.5156092006648274,1.0,0.0,0.0,1.0,0.0
308889,14.926464401582,1.9933034473747373,0.2996218302701943,1.0,1.0,0.0,1.0,0.0
564745,1.3137968020163333,0.1625986481916456,0.553779085408801,0.0,0.0,0.0,1.0,0.0
18591,19.29677151279629,0.1663935819247126,0.2214680887292868,1.0,0.0,0.0,1.0,0.0
429168,221.24269706246247,6.665187313303876,0.2330951554977153,1.0,0.0,0.0,1.0,1.0
17615,178.273249506733,1.7335179944634125,0.1710178944771605,1.0,0.0,0.0,1.0,1.0
462180,5.506724179150302,0.1806760821209986,0.4799713482293135,1.0,0.0,0.0,1.0,0.0
386426,12.796586503463203,4.11032858118485,1.2489704017407537,1.0,0.0,0.0,1.0,0.0
515139,60.81557556679355,0.3264367413083868,3.172445417088884,1.0,0.0,1.0,1.0,0.0
423155,2.907335095280251,0.0642244269695473,1.241473476174087,1.0,0.0,1.0,1.0,0.0
427241,25.143931560855503,4.215063272903813,0.4659583955533081,1.0,0.0,0.0,0.0,0.0
959923,13.340835607392124,0.0623543553606532,3.112542084732338,1.0,1.0,0.0,1.0,0.0
936447,69.16295911733998,0.068968878182395,1.0461993166278154,1.0,0.0,0.0,1.0,0.0
446564,38.36926056356334,0.105231439988029,2.4087405383767377,1.0,1.0,0.0,1.0,0.0
428782,43.20016811825944,0.3934644968321946,0.6122340026207644,1.0,1.0,1.0,1.0,0.0
190261,12.30636312314152,0.1235620487984592,3.204481013169276,1.0,0.0,0.0,1.0,0.0
566415,25.677857916499388,0.1759971885194334,0.475202108388614,1.0,0.0,0.0,1.0,0.0
476832,16.48674420586896,0.0371983859205982,1.100233726975825,1.0,1.0,0.0,1.0,0.0
279565,127.36319117640704,0.0883278494283584,1.431365446003678,1.0,1.0,0.0,1.0,0.0
388233,107.89116325372709,0.5595135410608073,0.909591345549738,1.0,0.0,0.0,1.0,1.0
49616,8.968062602544531,0.8868475666264176,6.81635102155531,1.0,0.0,0.0,0.0,0.0
460349,31.019767984381375,3.5540662187872507,1.801421947535452,1.0,0.0,0.0,1.0,0.0
595920,4.277869201111711,9.04470821017936,0.303737024841955,1.0,1.0,1.0,1.0,0.0
833912,7.981339644009456,0.4520750784878223,2.4756487804437723,1.0,1.0,0.0,0.0,0.0
629831,3.540771613154622,2.8018276415398327,1.3349147851027212,1.0,1.0,0.0,1.0,0.0
282761,2.732893286230192,4.393783424528284,0.542936426960386,1.0,0.0,0.0,1.0,0.0
671446,5.88862276023068,0.1934238038527168,0.6608011910545518,1.0,1.0,0.0,1.0,0.0
133497,302.7967882224372,1.3078943823855702,0.4851027236349592,1.0,0.0,0.0,0.0,0.0
968094,19.56670596261656,1.4831793195937997,2.689750606734361,1.0,0.0,0.0,0.0,0.0
600298,1.5564889456677626,0.5081232003252248,5.364204240097388,0.0,0.0,0.0,1.0,1.0
846178,8.00221478732347,61.87482645347323,3.400296375242482,1.0,1.0,1.0,1.0,0.0
729945,12.699594332402532,0.8123153556517456,0.3060450228418965,1.0,1.0,0.0,1.0,0.0
115089,9.89340471824335,2.7049983180379336,0.2061436431133164,1.0,1.0,0.0,1.0,0.0
372591,25.5339571727077,0.0724412740530719,6.161725005385489,1.0,1.0,0.0,1.0,1.0
90725,33.22597879975652,0.9221108507624132,0.261497216953559,1.0,1.0,1.0,1.0,0.0
989661,43.27479910045342,0.3582761623660981,0.8104826755600306,1.0,1.0,0.0,1.0,0.0
360717,16.98565352585152,4.427880097112734,2.1700247100056083,1.0,0.0,0.0,1.0,0.0
718995,33.265599887655114,0.0989749899893409,2.0407712871013426,1.0,1.0,0.0,0.0,0.0
635543,57.47523972339175,3.509172633539918,0.1462178523942174,1.0,1.0,0.0,1.0,0.0
570506,1.3672622989012726,0.3576358105939349,0.297887023084037,0.0,0.0,1.0,1.0,0.0
507342,9.184816934500969,0.5915843941445391,3.3337661663409253,1.0,0.0,0.0,1.0,0.0
659978,11.539801849049264,1.039658400066682,0.1893264396672775,1.0,0.0,0.0,0.0,0.0
82993,87.09445020931152,0.6611213381242973,0.131159751143088,1.0,0.0,0.0,1.0,0.0
718292,18.705027331523247,0.4723605103743142,0.3296436289547454,1.0,1.0,0.0,0.0,0.0
265655,5.856297160900224,0.0915308099321963,1.161798118605256,1.0,1.0,0.0,1.0,0.0
516586,20.70808582547704,5.969066230643052,0.9573042821429152,1.0,1.0,0.0,0.0,0.0
741049,13.808423830632366,2.1569482729829947,0.0787677364196541,1.0,1.0,1.0,1.0,0.0
331485,4.174297414293481,23.502319539018615,1.645870149739961,1.0,0.0,0.0,0.0,0.0
381584,18.542911538757696,13.572488031875418,0.3648606547052765,1.0,1.0,0.0,1.0,0.0
466154,14.152607670894431,0.440585260754439,1.243895298123197,1.0,1.0,1.0,1.0,0.0
84411,48.95919645219689,281.7884268423228,0.7342459007989081,1.0,0.0,0.0,1.0,1.0
386490,31.74709197870908,0.8911898513171891,2.94476479639344,1.0,1.0,1.0,0.0,0.0
389476,12.376957191749137,3.7581882810447897,2.3819806317714325,1.0,1.0,0.0,1.0,0.0
799424,2.610812028600664,1.075251463181213,0.6777947500252092,1.0,0.0,0.0,0.0,0.0
594111,21.11229302857,0.0859463572662504,0.7203183568600467,1.0,0.0,0.0,1.0,0.0
436593,11.789337295723843,3.1933367825918664,1.0569018695343273,1.0,0.0,0.0,1.0,0.0
323153,13.84011222312333,1.5284755753506507,2.20024802906767,1.0,0.0,1.0,0.0,0.0
253295,40.29184513739001,0.6329737894867575,0.2085727796276042,1.0,0.0,0.0,1.0,0.0
731039,5.718201026217927,0.3998903408597681,0.6586774554965177,1.0,1.0,0.0,0.0,0.0
367127,8.0567449614733,3.56359740268427,2.2762901197623364,1.0,1.0,0.0,0.0,0.0
502867,3.558100610648372,1.102249980804044,1.646650663480445,1.0,0.0,0.0,0.0,0.0
651377,91.98574929219164,0.0361946742471148,1.754357482386767,1.0,0.0,0.0,0.0,0.0
55061,34.2017288731758,0.4607901893680327,2.1332082961882506,1.0,0.0,0.0,0.0,0.0
521205,18.807564222939988,0.674109435747714,1.130931823057752,1.0,0.0,0.0,1.0,0.0
562296,6.433720139686098,0.5271392441203232,3.097184831754016,1.0,1.0,0.0,1.0,0.0
859897,26.649869559702623,2.162091799601797,2.064271355494693,1.0,0.0,0.0,1.0,0.0
663832,9.09332312064374,3.3791010811895945,1.2040842293907938,1.0,1.0,0.0,0.0,0.0
93522,14.25985201282382,5.854023860828513,0.1098658542338279,1.0,0.0,0.0,1.0,0.0
500828,142.66381731649943,0.7685913497891302,4.326669454620619,1.0,0.0,0.0,1.0,1.0
390013,132.22933892443297,0.6392229592056116,1.7526780845858445,1.0,0.0,0.0,1.0,1.0
700099,2.3605739922156177,0.426066548862915,0.4548492552792569,1.0,1.0,0.0,1.0,0.0
92826,10.139783773593964,0.102755493283308,1.9322146783800216,1.0,0.0,0.0,1.0,0.0
896344,4.27968232300752,3.656228682721854,6.017072041182188,1.0,0.0,0.0,1.0,1.0
294090,0.7875636144151076,0.4273139169863069,1.595419975718312,0.0,0.0,0.0,0.0,0.0
216452,79.2168561485795,0.1687294382369457,3.9979485249229114,1.0,0.0,0.0,0.0,0.0
127503,25.09932364767435,0.1851254305630731,0.1934644237526407,1.0,1.0,0.0,1.0,0.0
845299,38.21552267333672,0.6900944398849763,0.8850885704191298,1.0,0.0,0.0,1.0,0.0
779771,3.848812426386973,0.3852157246270766,2.1248706195410016,1.0,1.0,0.0,0.0,0.0
521945,73.00884609387755,8.69583835935046,9.255231439648876,1.0,0.0,0.0,1.0,1.0
120836,19.336545913353135,4.70362990688448,0.2882086322163026,1.0,0.0,0.0,0.0,0.0
770990,10.867753471102466,0.5150231106557313,0.122852766387186,1.0,0.0,0.0,1.0,0.0
672092,0.9511783110772174,25.40318003309469,2.8570922245205805,0.0,1.0,0.0,1.0,0.0
184292,36.62429279863942,0.3274421506935753,0.6090910222508169,1.0,0.0,0.0,1.0,0.0
445721,8.541839858693296,0.8193751161225512,1.7512206883351271,1.0,0.0,0.0,1.0,0.0
683933,7.83238692763787,0.4384487787003526,1.048328322344195,1.0,0.0,0.0,1.0,0.0
863945,30.621358621819923,1.9145179702215684,2.4342890898958043,1.0,0.0,0.0,1.0,0.0
997658,5.42668626577824,0.0929998206277428,0.1292402184084068,1.0,1.0,1.0,1.0,0.0
518453,1.310990135219092,4.533533806481767,1.092957607122894,0.0,0.0,0.0,1.0,0.0
927595,13.80064974983237,0.2293810162769202,1.6308189680275635,1.0,1.0,0.0,0.0,0.0
826012,126.84208590806206,0.2405499304011328,0.7674310152417275,1.0,0.0,0.0,0.0,0.0
515293,7.613217839814322,0.2062917408911466,1.4155835687181428,1.0,0.0,1.0,1.0,0.0
565336,4.833344289531785,0.284829998925112,0.4038262424950556,1.0,1.0,0.0,1.0,0.0
5811,4.067676118043743,1.5026667314598037,0.645473161629518,1.0,1.0,0.0,1.0,0.0
437369,3.858144577215664,1.3724884779341742,1.0226093246180712,1.0,0.0,0.0,1.0,0.0
127516,4.592676325750053,1.2693066935509294,0.2779029281054509,1.0,0.0,1.0,1.0,0.0
604856,26.184749098449608,5.475477444101217,1.2079730199275425,1.0,1.0,0.0,1.0,0.0
793557,20.27323734476837,1.272032152877522,1.5618948316220564,1.0,0.0,0.0,1.0,0.0
273147,8.539257863252926,2.546760586708793,0.2819991980906992,1.0,0.0,0.0,1.0,0.0
743173,10.069715490833143,16.949667447821476,0.5335959327911045,1.0,0.0,0.0,0.0,0.0
211677,2.99253100038789,0.4265667938809658,1.5455170674697023,1.0,1.0,0.0,1.0,0.0
960727,5.23177220478244,0.8304101945055755,0.5555731287723185,1.0,0.0,0.0,1.0,0.0
955067,15.045995108831162,0.5974763858454445,2.4673523469459906,1.0,0.0,0.0,1.0,0.0
575288,5.899439320294593,0.6875727404577628,0.5849965854051566,1.0,1.0,0.0,0.0,0.0
705786,74.35122233121515,0.0907426612785006,0.6038666075235098,1.0,1.0,0.0,1.0,0.0
7555,1.1064502855247942,1.5170812223433083,2.3257844068169367,0.0,1.0,0.0,1.0,0.0
384570,16.037298068857275,43.59860281482302,0.367425237280991,1.0,0.0,0.0,1.0,0.0
304906,12.3460554824576,5.569285657363805,0.5456663034984087,1.0,0.0,0.0,0.0,0.0
319648,15.243311238837244,31.376443123750104,2.238580985473741,1.0,1.0,0.0,1.0,0.0
165744,9.487801909496635,0.2439274180432461,2.358879477175847,1.0,0.0,0.0,1.0,0.0
387891,33.063504740028584,0.5942975846486118,1.1387982174535525,1.0,0.0,0.0,1.0,0.0
394484,1.5716149593072946,1.9562377753712077,1.3451096377278209,0.0,1.0,0.0,1.0,0.0
525684,66.12113576431565,0.0289282651811002,0.6148523271578412,1.0,0.0,0.0,0.0,0.0
111604,8.413953579388902,20.180030429650724,2.089474456367053,1.0,0.0,0.0,1.0,0.0
737111,5.7387740390487085,5.060677005349919,1.3961373215387107,1.0,0.0,0.0,0.0,0.0
845764,39.26447168401383,24.749645068829743,1.9569555322050332,1.0,0.0,0.0,0.0,0.0
238697,50.78985829640861,1.7007403527375555,1.656270266585536,1.0,1.0,1.0,1.0,0.0
544831,2.387853109590277,7.235741591174521,0.1905445475347245,1.0,1.0,0.0,0.0,0.0
441219,46.34711109573475,8.543661653135542,0.7148216647408807,1.0,0.0,0.0,1.0,0.0
531380,9.732798889594646,1.517361538026991,0.1528494495165615,1.0,0.0,0.0,1.0,0.0
248722,1.039415919704706,1.8989683303325968,0.715724839266122,0.0,1.0,0.0,0.0,0.0
945010,0.3466750270688725,0.17769251393027,1.089815618156792,0.0,1.0,1.0,1.0,0.0
307470,139.01886710315313,0.0402293225192474,0.6933500754626982,1.0,1.0,1.0,1.0,0.0
553654,29.437204675938517,0.027364341271976,3.0556148135843166,1.0,1.0,0.0,0.0,0.0
538658,8.110555296347373,1.2246694361458257,1.9331357755094407,1.0,0.0,0.0,0.0,0.0
355192,35.328919053543714,14.00479408402788,1.6077664637124505,1.0,0.0,1.0,1.0,0.0
635933,7.745216933970861,0.1182594140346237,0.814980360489899,1.0,1.0,0.0,1.0,0.0
179381,24.639267804715143,0.6336825885415774,0.7015974983781681,1.0,0.0,0.0,1.0,0.0
12949,2.9046767281487536,0.0909151204765553,1.3095921514291946,1.0,1.0,0.0,1.0,0.0
631060,9.500189637917607,13.871424298376366,2.1445322123763004,1.0,1.0,0.0,1.0,0.0
691198,4.281960285724254,42.84861198783895,1.7870332127756408,1.0,1.0,0.0,1.0,0.0
984197,36.28159784668972,0.5384711285132088,0.5863887894740271,1.0,0.0,0.0,1.0,0.0
741846,16.494709857286693,5.811512517928562,2.82555627541398,1.0,1.0,0.0,1.0,0.0
718924,10.432939810226864,0.5252360444735082,2.357331709182084,1.0,1.0,1.0,1.0,0.0
936145,0.3730063113718949,0.5064901441214349,4.804456787368863,0.0,0.0,0.0,0.0,1.0
810988,5.67565859097128,4.186038391597566,2.1645497725231824,1.0,0.0,0.0,1.0,0.0
981693,4.092887118288368,0.7874532586885983,0.1918321556585097,1.0,1.0,0.0,1.0,0.0
263438,9.297766669624323,1.3277054962776234,0.9272738670929086,1.0,0.0,0.0,1.0,0.0
321722,8.287340028958779,2.2553653166102103,1.5494946993524,1.0,0.0,0.0,0.0,0.0
496570,2.1462352953228563,0.9165274316853276,0.6154714457342478,1.0,0.0,1.0,0.0,0.0
336286,9.675928433209004,2.1530422869561674,2.4772196454701443,1.0,1.0,0.0,1.0,0.0
480902,25.82039494567729,28.34482593727396,0.2817635708646773,1.0,0.0,0.0,1.0,0.0
54807,28.38076260991597,8.202616202784345,0.511914278880042,1.0,0.0,0.0,1.0,0.0
632818,5.239572599588601,6.3743732396251,2.664206678903548,1.0,0.0,0.0,0.0,0.0
179099,2.2551017240976927,0.0104164084391009,0.6329999459891021,1.0,0.0,0.0,0.0,0.0
471156,106.53447050813033,1.0971370273604022,1.4288162299660063,1.0,0.0,0.0,0.0,0.0
805563,60.54809061697888,0.3805773394580071,1.8794199037599,1.0,0.0,0.0,1.0,0.0
522459,17.56969684934463,0.2450508089794195,0.9728394764386298,1.0,1.0,0.0,1.0,0.0
51423,15.703351168795626,0.2629503575195002,1.667683809530486,1.0,1.0,1.0,1.0,0.0
595679,4.842480135271099,165.4271770626858,0.5676316018418611,1.0,0.0,0.0,1.0,1.0
166076,15.582333030215702,0.3690711026188855,4.788266471300829,1.0,0.0,0.0,0.0,0.0
364602,3.750746928441434,0.6136203691849569,1.3809630565648412,1.0,0.0,0.0,0.0,0.0
67860,39.174121699226696,0.0871692113416243,10.56997013882316,1.0,1.0,0.0,0.0,0.0
202545,57.22505809953232,0.743611503160386,0.4631967869169264,1.0,0.0,0.0,1.0,0.0
998454,1.835673391315833,2.000588466822607,0.6497671727049334,0.0,0.0,0.0,0.0,0.0
321374,2.3735396277735323,1.6348794408079927,2.4261059459962686,1.0,0.0,1.0,0.0,0.0
354879,2.0921871450909166,0.6301025177681626,3.758462623599837,1.0,1.0,0.0,1.0,0.0
545336,1.155511186786642,0.3615179043944691,1.4437998534159735,0.0,1.0,0.0,1.0,0.0
557773,6.706029061125284,0.1823043538146925,1.0320442468709168,1.0,0.0,0.0,1.0,0.0
800790,2.169130863484056,0.3887717262047364,0.5870200361761876,1.0,1.0,0.0,1.0,0.0
353296,100.13411298225957,0.4905409935605164,0.7650338664466741,1.0,1.0,0.0,1.0,0.0
535460,4.738003171013209,0.2223853507758688,0.812458701600273,1.0,0.0,0.0,1.0,0.0
836067,12.658625859003475,0.6859208732640261,1.1872623874798602,1.0,0.0,0.0,1.0,0.0
838433,13.155245295036984,4.452632642893692,0.7128967036516328,1.0,0.0,0.0,1.0,0.0
856258,7.003851437903431,1.67163336380351,0.9835860998856796,1.0,0.0,0.0,1.0,0.0
285847,1.800995242123921,0.5717709443293318,4.833943774932484,0.0,0.0,0.0,1.0,1.0
943880,1.9449627624706047,0.7665244769194836,0.5586626489577368,1.0,1.0,0.0,1.0,0.0
899916,1.901284302251621,3.100681498417201,5.449974114658002,1.0,1.0,0.0,1.0,1.0
705846,0.5078791801860468,9.357124755523287,0.841423982626438,0.0,0.0,1.0,1.0,0.0
612409,19.104512340954944,25.07115621412889,0.3640894381387894,1.0,0.0,1.0,1.0,0.0
178101,2.539258185522482,0.0527130379948622,1.2786525622584697,1.0,1.0,0.0,1.0,0.0
218953,7.900840815926984,6.040258033206808,6.116531826655374,1.0,0.0,1.0,0.0,0.0
298127,9.37699619577632,3.0434867178700498,0.970602190867287,1.0,0.0,0.0,1.0,0.0
606093,28.39105227142708,0.784878267522307,0.4400282833236882,1.0,0.0,0.0,1.0,0.0
41422,38.77148804818142,2.861442184149615,1.3275927355477724,1.0,0.0,0.0,1.0,0.0
619782,131.38643248130936,0.0185681557100837,0.2626565368061109,1.0,1.0,0.0,1.0,0.0
